Company Name,Title,Link,Snippet
Johnson & Johnson,Brenda Aker - Clinical Director - Johnson & Johnson | LinkedIn,https://www.linkedin.com/in/brenda-aker-b76985174,Clinical Director at Johnson & Johnson · Experience: Johnson & Johnson · Location: Los Angeles Metropolitan Area · 10 connections on LinkedIn.
Johnson & Johnson,Nina Clarke-Walker - Director Clinical Research - Mentor Worldwide ...,https://www.linkedin.com/in/nina-clarke-walker-aa599613,"Director, Clinical Research Mentor Worldwide, LLC Part of Johnson & Johnson · Experience: Mentor Worldwide, LLC, a Johnson & Johnson Company · Location: ..."
Johnson & Johnson,Daniel McCarron - Associate Director - Clinical Data Acquisition ...,https://www.linkedin.com/in/daniel-mccarron-3952874,"Associate Director, Portfolio Lead - Clinical Programming. Johnson & Johnson Innovative Medicine Stevens Institute of Technology. Pennington, New Jersey ..."
Johnson & Johnson,MaryLynn Bosma - Global Director Clinical Research and Medical ...,https://www.linkedin.com/in/marylynnbosmaoralhealth,Global Director Clinical Research and Medical Affairs Oral Healthcare at Johnson & Johnson · Licensed dental professional with 30 + years of experience in ...
Johnson & Johnson,"Michael Kronig - Sr. Director, Clinical and Medical Affairs - Johnson ...",https://www.linkedin.com/in/michael-kronig-4a18085,"Sr. Director, Clinical and Medical Affairs at Johnson & Johnson · Experience: Johnson & Johnson · Location: Raritan · 149 connections on LinkedIn."
Johnson & Johnson,"Angela Hee - Senior Director, Clinical Research - Johnson ...",https://www.linkedin.com/in/angela-hee-25754517,"Senior Director, Clinical Research at Johnson & Johnson Consumer & Personal Products Worldwide · Experience: Johnson & Johnson Consumer & Personal Products ..."
Johnson & Johnson,"Aisha Hasan, MD - Senior Director Clinical Development ...",https://www.linkedin.com/in/aisha-hasan-md-59a4722a,"Sr. Director R&D - Interventional Oncology at Johnson & Johnson · I am an Oncologist, and a bone marrow transplant physician, with expertise in adoptive ..."
Johnson & Johnson,Anne Seifert - Associate Director Clinical Project Scientist - Johnson ...,https://uk.linkedin.com/in/anneseifert,Associate Director Clinical Project Scientist · Experience: Johnson & Johnson ... Medical Science Manager. Bristol-Myers Squibb. Oct 2015 - Jul 2017 1 year ...
Johnson & Johnson,"Andy Rickelman - Associate Director, Clinical Trial Learning ...",https://www.linkedin.com/in/andy-rickelman-7306925a,"Associate Director, Clinical Trial Learning & Training at Johnson & Johnson Innovative Medicine · Experience: Johnson & Johnson Innovative Medicine ..."
Johnson & Johnson,"Evelyn Walenta - Associate Director, Clinical Program Scientist ...",https://www.linkedin.com/in/evelyn-walenta-b1a23991,Associate Director Clinical Project Scientist at Janssen Inc. · Energetic ... Johnson & Johnson Innovative Medicine · Education: Technische Universität ...
Abbvie,"Sara Ghannad - Associate Director, Clinical Services - AbbVie ...",https://www.linkedin.com/in/saraghannad,"Associate Director, Clinical Services at AbbVie · Experience: AbbVie · Education: Lake Forest Graduate School of Management · Location: Highland Park · 500+ ..."
Abbvie,Ajay Shah - Associate Director Clinical Suppply - AbbVie | LinkedIn,https://www.linkedin.com/in/ajay-shah-21a2656,"Associate Director Clinical Supply at AbbVie · Experience: AbbVie · Location: Gurnee · 500+ connections on LinkedIn. View Ajay Shah's profile on LinkedIn, ..."
Abbvie,"Charlotte Moureaud, PharmD, MBA - Associate Scientific Director ...",https://www.linkedin.com/in/charlotte-moureaud-pharmd-mba-14513a134,"Associate Scientific Director, Clinical Development Oncology at AbbVie · Experience: AbbVie · Education: Rutgers University–New Brunswick · Location: ..."
Abbvie,"Maggie H. - Associate Medical Director, Clinical Development ...",https://www.linkedin.com/in/maggie-h-71425992,"Associate Medical Director, Clinical Development, Hematology. AbbVie Cook County Hospital/Stroger Hospital, Chicago. Chicago, Illinois, United States. 52 ..."
Abbvie,"Jennifer Schneller - Director, Clinical Process Compliance - AbbVie ...",https://www.linkedin.com/in/jennifer-schneller-a30683b,"Director, Clinical Process Compliance at AbbVie · Experience: AbbVie · Location: Grayslake · 500+ connections on LinkedIn. View Jennifer Schneller's profile ..."
Abbvie,Robert Jewell - Associate Director - Non-Clinical Development ...,https://www.linkedin.com/in/robert-jewell-5170a925,Associate Director - Non-Clinical Development at AbbVie · I have worked in the non-clinical research field for nearly 20 years both in academia and the ...
Abbvie,"Cheri Klein - Vice President, Clinical Pharmacology, Global ...",https://www.linkedin.com/in/cheri-klein-132776174,"Sr Director, Clinical Pharmacology and Pharmacometrics. AbbVie. Aug 2013 - Aug 2019 6 years 1 month. North Chicago, ..."
Abbvie,"Maoko Naganuma - Scientific Director, Oncology Clinical ...",https://www.linkedin.com/in/maoko-naganuma-131154aa,"Clinical scientist at Pharmacyclics, an AbbVie Company · Clinical communications specialist with ~18 years of experience in clinical data/literature ..."
Abbvie,"Michael Wichtendahl - Director, Global Clinical Supplies ...",https://www.linkedin.com/in/michael-wichtendahl-18ba5a5,"Director, Global Clinical Supplies Management at AbbVie · Experienced Clinical Supplies Professional focused on planning, forecasting, implementation and ..."
Abbvie,"Jane R. - Scientific Director, Neuroscience Clinical Development ...",https://www.linkedin.com/in/jane-r-89003616,"Scientific Director at AbbVie · Experience: AbbVie · Location: Chicago · 500+ connections on LinkedIn. View Jane R.'s profile on LinkedIn, a professional ..."
Merck,"Paolo D'Amico - Principal Scientist, Clinical Director, Global ...",https://www.linkedin.com/in/paolo-d-amico-bb135b220,"Clinical Director, Global Oncology at Merck · Medical oncologist with a strong interest in cancer research. I dedicated the early phase of my career to ..."
Merck,Erik Knelson - Senior Clinical Director - Merck | LinkedIn,https://www.linkedin.com/in/erikknelson,"Husband & Dad | Senior Clinical Director, Oncology Early Development at Merck · Experience: Merck · Education: Duke University · Location: Boston · 500+ ..."
Merck,Marya Chaney - Exec Clinical Director/Distinguished Scientist - Merck,https://www.linkedin.com/in/marya-chaney-244b7a4b,"Onc Exec Clinical Director/Distinguished Scientist, Early Onc Clinical Development - External Collaborations · Experience: Merck ... Sr Director, Academic Medical ..."
Merck,Constance Hamlin - Director-Clinical Sciences and Study ...,https://www.linkedin.com/in/constance-hamlin-89491652,"Sr Director, Clinical Sciences and Study Management · Experienced Clinical Operations Director ... Experience: Merck · Education: University of Medicine and ..."
Merck,Kimberly Thomas Benjamin - Senior Clinical Director - Merck ...,https://www.linkedin.com/in/kimberly-thomas-benjamin-2a467342,"Jun 12, 2024 ... Senior Clinical Director, Head and Neck Cancer at Merck. Merck UT Southwestern Medical Center. Dallas, Texas, United States. 426 followers 422 ..."
Merck,"Howard Julien - Clinical Director, Cardiovascular Clinical ...",https://www.linkedin.com/in/howard-julien,"Clinical Director, Cardiovascular Clinical Development · Experience: Merck · Education: University of Pennsylvania Carey Law School · Location: Philadelphia ..."
Merck,"Kelly Devereaux, M.D., Ph.D. - Clinical Director (Principal Scientist ...",https://www.linkedin.com/in/kelly-devereaux-m-d-ph-d-59794a77,Clinical Director (Principal Scientist) | Translational Medicine · Clinical Director in Translational Medicine at Merck - Early Clinical Development and ...
Merck,Douglas Johns - Clinical Director - Merck | LinkedIn,https://www.linkedin.com/in/douglas-johns-54a2b85,Clinical Director at Merck & Co. · Accomplished and innovative Early ... Clinical Director at Merck & Co. Merck University of Michigan Medical School ...
Merck,Karin Y. - Senior Clinical Director - Merck | LinkedIn,https://www.linkedin.com/in/karin-y-74186640,Currently working as a Senior Global Clinical Director in late stage oncology at Merck. Past experiences in pharma include heading LATAM medical affairs and ...
Merck,"Lindsey Koleszar - Director, Line Manager Oncology Clinical Data ...",https://www.linkedin.com/in/lindsey-koleszar-80794b139,"Line and Functional Manager, Oncology Standards. Merck. Aug 2021 - May 2022 10 months. Manage the strategic ..."
Roche,Venice Archer - Senior Clinical Director (Senior Medical Director ...,https://uk.linkedin.com/in/venice-archer-67bb4438,Senior Clinical Director (Oncology) at Roche Pharmaceuticals · Experience: Roche Pharmaceuticals · Education: University of Birmingham Medical School ...
Roche,Steven Roche - Clinical Director - White Mountain Community ...,https://www.linkedin.com/in/stevenrochern,"Clinical Director · Experienced and devoted clinical director, committed to ... Roche's profile on LinkedIn, a professional community of 1 billion members."
Roche,David Silverman - Global Development Lead & Group Clinical ...,https://uk.linkedin.com/in/david-silverman-65736816,"Global Development Lead & Group Clinical Director, Ophthalmology. Roche. Sep 2019 - Present 5 years. Welwyn Garden City. • Current ..."
Roche,Maureen Holly - Associate Clinical Director - Roche ...,https://www.linkedin.com/in/maureen-holly-6a22a33a,Associate Clinical Director at Roche Pharmaceuticals · Experience: Roche Pharmaceuticals · Location: Clifton · 53 connections on LinkedIn.
Roche,Brian L. - Director Clinical Development - Roche | LinkedIn,https://www.linkedin.com/in/brian-l-567326181,"Director, Clinical Development at Roche Diagnostics Solutions · Experience: Roche · Education: University of California, San Francisco · Location: San ..."
Roche,Jean DePamphilis - Associate Clinical Director - Roche ...,https://www.linkedin.com/in/jean-depamphilis-40417428,"Associate Clinical Director at Roche Pharmaceuticals · Experience: Roche Pharmaceuticals · Education: University Of Wisconsin, Madison · Location: Wayne ..."
Roche,Helen Tyrrell - Associate Group Clinical Science Director - Roche ...,https://uk.linkedin.com/in/helen-tyrrell-0259604,Associate Group Clinical Science Director at Roche Products Ltd · An international Clinical Development Professional with extensive experience of global and ...
Roche,Chris Lane - Lead Clinical Director - Roche | LinkedIn,https://uk.linkedin.com/in/chris-lane-330aa62b,"Experience · Roche · EISAI EUROPE LIMITED Graphic. EMEA Medical Advisor · Clinical Research Associate. Institute of Neurology, UCL · Clinical Research Associate."
Roche,"Feargal Roche - Director, Value Analysis, PeriOp Materials and ...",https://www.linkedin.com/in/feargal-roche-259a063a,"View Feargal Roche's profile on LinkedIn, a professional community of 1 billion members ... Experience. Director, Value Analysis, PeriOp Materials and Clinical ..."
Roche,Jahidah La Roche - Assistant Director - Clinical Quality and ...,https://www.linkedin.com/in/jahidah-la-roche-79204325,"Jahidah La Roche. Physician Assistant | Healthcare Quality Leader | Health Coach | Women's Health Advocate | CEO & Founder, Healthy and Happy Woman Company. NYU ..."
AstraZeneca,"Gary Takher, Pharm.D, MBA - Sr. Director - Clinical Value ...",https://www.linkedin.com/in/gary-takher-pharm-d-mba-774a298,Sr. Director - Clinical Value & Outcomes at AstraZeneca · Experience: AstraZeneca · Education: University of Pennsylvania - The Wharton School · Location: ...
AstraZeneca,Randy Ferreter - Clinical Account Director - AstraZeneca | LinkedIn,https://www.linkedin.com/in/randy-ferreter-67378111,... AstraZeneca · Education: University of Florida · Location: Greater Orlando ... Passionate Clinical Account Director responsible for priority Health Systems/IDNs ...
AstraZeneca,Paul Rosowski - Clincal Account Director- Clinical Value and ...,https://www.linkedin.com/in/paul-rosowski-57634510,"With over 20 years of experience in the pharmaceutical industry and managed care pharmacy, I am a Clinical Account Director at AstraZeneca, where I focus on ..."
AstraZeneca,Meredith Vega - Clinical Quality Associate Director - AstraZeneca ...,https://www.linkedin.com/in/meredith-vega-536a8024,"Clinical Quality Associate Director. AstraZeneca Gettysburg College. West Chester, Pennsylvania, United States. 482 followers 484 connections. See your mutual ..."
AstraZeneca,"Minh Huyen Tran - Senior Director, country head of clinical ...",https://vn.linkedin.com/in/minh-huyen-tran-35396772,"Senior director, Head Of Clinical Operations at AstraZeneca · Experience: AstraZeneca · Location: Vietnam · 500+ connections on LinkedIn."
AstraZeneca,"Jim Revkin, MD - Group Director Clinical R and D - AstraZeneca ...",https://www.linkedin.com/in/jim-revkin,"Associate Physician, Brigham and Women's Hospital | Group Director Clinical R and D at AstraZeneca · Academic and Pharmaceutical Industry Cardiovascular ..."
AstraZeneca,Richard Kraft - Regional Clinical Account Director - AstraZeneca ...,https://www.linkedin.com/in/richard-j-kraft,Regional Clinical Account Director at AstraZeneca · Respected Pharmacy Director demonstrating 7 years of interpersonal and collaborative management style ...
AstraZeneca,"Graeme Parr - Senior Director, Clinical Programs - AstraZeneca ...",https://uk.linkedin.com/in/graeme-parr-b8883741,"Senior Director, Clinical Programs at AstraZeneca · A highly motivated clinical trial professional with over 18 years' experience in leading early phase ..."
AstraZeneca,Vincent Dubois - Group Director Oncology Clinical Pharmacology ...,https://uk.linkedin.com/in/vincent-f-s-dubois,Group Director Clinical Pharmacology and Pharmacometrics Oncology at AstraZeneca · Experience: AstraZeneca · Location: Greater Cambridge Area · 500+ ...
AstraZeneca,Marina Lowen - Clinical Information Science Director - AstraZeneca ...,https://www.linkedin.com/in/marina-lowen-4906264a,"Clinical Information Science Director at AstraZeneca · - Organized, goal-oriented professional with a knowledge of information and project management, ..."
Novartis,Srividya Mandaleeka - Associate Director Clinical Systems and ...,https://www.linkedin.com/in/srividyamandaleeka,"Associate Director Clinical Systems and Operations at Novartis Institutes for BioMedical Research (NIBR) · Clinical technology leader - EDC , eCOA and IWRS."
Novartis,Maria Figliomeni - Clinical Director - Novartis Pharmaceuticals ...,https://www.linkedin.com/in/maria-figliomeni-598375b,Clinical Director at Novartis Pharmaceuticals · Experience: Novartis Pharmaceuticals · Location: Linden · 167 connections on LinkedIn.
Novartis,"Sandi Marchese - Director, Clinical Disclosure Office - Novartis ...",https://www.linkedin.com/in/sandi-marchese-1083a99,"Director, Clinical Disclosure Office at Novartis Pharmaceuticals ✦ Driving clinical trial disclosure and transparency · I'm a people-centric, ..."
Novartis,"Paul Schreiner - Executive Director, Disease and Clinical ...",https://www.linkedin.com/in/paulschreiner1,"Executive National Director, Disease and Clinical Specialist- Immunology Customer Engagement, Novartis · National Sales Director working with Dermatology ..."
Novartis,Andrew Henry - Head Clinical Resource and Development Director ...,https://www.linkedin.com/in/andrew-henry-6858605,"Head Clinical Resource and Development Director, Global Clinical Development at Novartis Pharmaceuticals Corp. · Experience: Novartis Pharmaceuticals Corp."
Novartis,"Branda Wilhoite - Executive Director, Clinical Business Planning ...",https://www.linkedin.com/in/branda-wilhoite-264723b,"Executive Director, Clinical Business Planning at Novartis · Experience: Novartis Institutes for BioMedical Research (NIBR) · Location: Winchester · 397 ..."
Novartis,Matthew Riddell - Director Clinical Business Operations - Novartis ...,https://www.linkedin.com/in/matthew-riddell-734a5763,Matthew Riddell. Director Clinical Systems. Novartis Institutes for BioMedical Research (NIBR) Babson College F.W. Olin Graduate School of Business ...
Novartis,Angel Fowler Taylor - Clinical Scientific Director - Novartis | LinkedIn,https://www.linkedin.com/in/angel-fowler-taylor-71b3285,"Clinical Scientific Director · Clinical Scientific Director. Pharmacist ... Novartis · Education: Rutgers, The State University of New Jersey-New ..."
Novartis,Suzanne McCreddin PhD - Associate Clinical Development Director ...,https://ie.linkedin.com/in/suzannemccreddin,"Associate Clinical Development Director at Novartis · Experience: Novartis · Education: Trinity College, Dublin · Location: Dublin · 500+ connections on ..."
Novartis,"Craig Boulton - Head of Clinical Data Sciences, Translational ...",https://www.linkedin.com/in/craig-boulton-a73a4715,"Head of Clinical Data Sciences at Novartis Institutes for BioMedical ... Jun 2016 - Present 8 years 3 months. Cambridge, Massachusetts, USA. Director ..."
Amgen,Wendy Snyder - Clinical Research Medical Director - Amgen ...,https://www.linkedin.com/in/wendy-snyder-52631913,Clinical Research Medical Director at Amgen · Experience: Amgen · Education: University of Southern California · Location: Thousand Oaks · 448 connections ...
Amgen,"Jessica Ward - Director, Clinical Pharmacology - Amgen | LinkedIn",https://www.linkedin.com/in/jessica-ward-41287413a,"Director, Clinical Pharmacology, Amgen · Experience: Amgen · Education: Rush University · Location: Sierra Madre · 500+ connections on LinkedIn."
Amgen,"John Downie, MD, CM - Clinical Research Medical Director - Amgen ...",https://www.linkedin.com/in/john-downie-md-cm-957b501a,"Clinical Research Medical Director at Amgen · Board certifications: General Pediatrics, Pediatric Critical Care Medicine; over 15 yrs clinical experience ..."
Amgen,"Magdah Wassel - Clinical Design Analytics, Director - Amgen ...",https://www.linkedin.com/in/mmassoud,"Clinical Design Analytics, Director at Amgen · Experience: Amgen · Education: University of Illinois Chicago · Location: United States · 358 connections on ..."
Amgen,"James Vernille, Ph.D. - Director - Clinical Systems and Analytical ...",https://www.linkedin.com/in/james-vernille-ph-d-90ba006,Director of Clinical Trial Insights and Analytics Supporting Global Development at Amgen · With 14+ years of experience in the Life Science and Healthcare ...
Amgen,Medha Patel - Clinical Design Analytics Director - Amgen | LinkedIn,https://www.linkedin.com/in/medha-patel-7786b16,"Director Clinical Design and Analytics at Amgen | People Leader | Talent & Culture | R&D Diversity, Inclusion, & Belonging at Amgen · With over two decades ..."
Amgen,"Diane Latham - Director, R&D Global Learning and Performance ...",https://www.linkedin.com/in/diane-latham-6951a68,"Director, R&D Global Learning and Performance - Clinical Trial Execution at Amgen · Experience: Amgen · Location: Olive Branch · 500+ connections on ..."
Amgen,"Rachel Edwards - Vice President, Global Clinical Program ...",https://uk.linkedin.com/in/rachel-edwards-04a67711,"Director and Regional Head, Global Study Operations. Amgen. Sep 2014 - Aug 2015 1 year. London, United Kingdom."
Amgen,"Amit Reddy - Clinical Research Medical Director, Oncology Global ...",https://www.linkedin.com/in/amit-reddy,"Clinical Research Medical Director - Oncology at Amgen · A Seasoned Clinical Professional, and Clinical Research Expert, adept in oncology and hematology ..."
Amgen,Carrie Swihart - Associate Director Clinical Decision Technology ...,https://www.linkedin.com/in/carrie-swihart-820ab22a,"CPHQ, Associate Director - Clinical Decision Technology Innovation and Health IT Strategy. Amgen University of Detroit Mercy. Detroit Metropolitan Area. 500+ ..."
Pfizer,"Janelle Burnham, MD - Pediatric Clinical Director/Senior Director ...",https://www.linkedin.com/in/janelleburnham,Medical Professional | Clinical Research and Drug Development | Clinical Trials | Clinical Pharmacology · Experience: Pfizer · Education: State University ...
Pfizer,Sima Toussi - Senior Clinical Director - Pfizer | LinkedIn,https://www.linkedin.com/in/sima-toussi-645b86a2,Senior Clinical Director · Experience: Pfizer · Education: Barnard College · Location: New York · 428 connections on LinkedIn. View Sima Toussi's profile on ...
Pfizer,"Jeffrey Fisher - Director- Clinical Study Team Lead, Oncology - Pfizer",https://www.linkedin.com/in/jeffrey-fisher-2909719,"Director, Oncology Clinical Operations at Pfizer · Certified Project Manager Professional (PMP) with a demonstrated history of working in the ..."
Pfizer,"Christine Mullen - Sr Director, Clinical Study Team Lead - Pfizer ...",https://www.linkedin.com/in/christine-mullen-40247713,"Sr. Director, Clinical Development & Operations · Experience: Pfizer · Location: Gilbertsville · 174 connections on LinkedIn."
Pfizer,Anthony Porcari - Senior Director Clinical Research - Pfizer | LinkedIn,https://www.linkedin.com/in/anthony-porcari-49392a3,Senior Director Clinical Research at Pfizer · Experience: Pfizer · Location: Groton · 218 connections on LinkedIn. View Anthony Porcari's profile on ...
Pfizer,"James Goodman - Senior Director, Head of Early Clinical ...",https://www.linkedin.com/in/james-goodman-864b7212,"Senior Director at Pfizer, Head of Magnetic Resonance in Digital Medicine and Translational Imaging · Physical chemist with expertise in preclinical and ..."
Pfizer,Hooman Sajedian - Director Clinical Manufacturing Technical ...,https://www.linkedin.com/in/hooman-sajedian,Supervise Technical Services Leads responsible for technology transfer and management of sterile drug product manufacturing at CMOs and Pfizer commercial sites.
Pfizer,Luz Ramirez - Director Clinical Development - Pfizer | LinkedIn,https://www.linkedin.com/in/luz-ramirez-09545a27a,"Director, Clinical Development at Pfizer · Experience: Pfizer · Education: Columbia University Mailman School of Public Health · Location: Princeton · 31 ..."
Pfizer,Terri Craig - Senior Director - Clinical Informatics Team - Pfizer,https://www.linkedin.com/in/terri-craig-34613916,"... Pfizer Medical Affairs, specifically targeting U.S. Health Systems, IDNs, academic medical centers, health plans, & PBMs and professional organizations. The ..."
Pfizer,"Kelsey Dougherty, MPH - Sr Director Clinical Operations - Daiichi ...",https://www.linkedin.com/in/kelsey-dougherty-mph-15a21b2a,"Sr Director Clinical Operations, Oncology · I am an enthusiastic, driven and ... Pfizer. Apr 2022 - May 2024 2 years 2 months. Oncology therapeutic area ..."
Sanofi,Charlotte Bernigaud - Clinical and Translational Medicine Lead ...,https://fr.linkedin.com/in/charlotte-bernigaud-9b868b87/en,"Dermatologist, MD, PhD Clinical Research Director, Immunology & Inflammation, Sanofi R&D · Dermatologist, MD, PhD<br>Clinical Research Director, ..."
Sanofi,"Naikia Byrd-Atkinson, DHSc - Director, US Clinical Trials Diversity ...",https://www.linkedin.com/in/naikia-byrd-atkinson-dhsc-7198a613,"Director, US Clinical Trials Diversity and Inclusion at Sanofi · Clinical Research Professional<br><br>Specialties: THEARAPUTIC EXPERIENCE: <br>PHASE: I ..."
Sanofi,"Rocio Murphy, PhD - Senior Director and Head of Global Clinical ...",https://www.linkedin.com/in/rocio-murphy-phd-82861314,"Rocio Murphy, PhD. Head of Global Clinical Immunology at Sanofi | Bioanalytical Oversight | Influential Strategic Leadership. Sanofi MEDICAL COLLEGE OF ..."
Sanofi,"Nicole Lupinsky - Deputy Director, R&D Clinical Supply Chain ...",https://www.linkedin.com/in/nicole-lupinsky-80a5a438,R&D Clinical Supply Chain Project Manager at Sanofi Pasteur · Experience: Sanofi · Education: Lehigh University · Location: Greater Scranton Area · 189 ...
Sanofi,"Lars Sternas - Director, clinical development, oncology - sanofi ...",https://www.linkedin.com/in/lars-sternas-bb02976,"clinical director at sanofi-aventis · Experience: sanofi-aventis · Location: Verona · 10 connections on LinkedIn. View Lars Sternas' profile on LinkedIn, ..."
Sanofi,"Marie Mathias - Director, Clinical Data Management - Sanofi | LinkedIn",https://www.linkedin.com/in/marie-mathias-6913a7305,"Director, Clinical Data Management at Sanofi · Experience: Sanofi · Location: Cincinnati · 33 connections on LinkedIn. View Marie Mathias' profile on ..."
Sanofi,Deanne Vincent - Deputy Director Clinical Testing - Sanofi Pasteur ...,https://www.linkedin.com/in/deanne-vincent-5ba45112,Deputy Director Clinical Testing at Sanofi Pasteur · Experience: Sanofi Pasteur · Location: Long Pond · 40 connections on LinkedIn.
Sanofi,"Dr Vaibhav Salvi - Director and Head - Clinical Study Unit, India ...",https://in.linkedin.com/in/drvaibhavsalvi,Dr Vaibhav Salvi. Medical Strategy || Pharmaceutical research and development || Medical Affairs || Medical Governance || Clinical Operations. Sanofi ...
Sanofi,"Georgios Rompolas - Clinical, Medical & Regulatory Director ...",https://gr.linkedin.com/in/georgios-rompolas-a1033345,"Clinical, Medical & Regulatory Director Greece at Novo Nordisk · Experienced Head ... Sanofi Graphic. Cardiovascular Medical Lead. Sanofi. May 2019 - Oct 2020 1 ..."
